v4geneID	Chromosome	Start	Stop	v4geneID.1	X..	v5chromosome	v5start	v5stop	v5geneID	v5geneID.1	v5..	v5length
Zm00001d049079	chr4	15299499	15301384	Zm00001d049079	+	chr4	15299499	15301494	Zm00001eb168720	Zm00001eb168720	+	1885
Zm00001d049101	chr4	16291475	16292025	Zm00001d049101	-	.	-1	-1	.	-1	.	0
Zm00001d049103	chr4	16341784	16342521	Zm00001d049103	+	chr4	16341784	16342521	Zm00001eb168930	Zm00001eb168930	+	737
Zm00001d049104	chr4	16349775	16350913	Zm00001d049104	-	chr4	16349775	16353599	Zm00001eb168940	Zm00001eb168940	-	1138
Zm00001d049109	chr4	16578619	16579256	Zm00001d049109	+	.	-1	-1	.	-1	.	0
Zm00001d049134	chr4	17368074	17378864	Zm00001d049134	+	chr4	17368074	17378864	Zm00001eb169120	Zm00001eb169120	+	10790
Zm00001d049157	chr4	18844734	18845514	Zm00001d049157	-	chr4	18844734	18845514	Zm00001eb169330	Zm00001eb169330	-	780
Zm00001d049171	chr4	19533666	19535404	Zm00001d049171	-	chr4	19533666	19535404	Zm00001eb169450	Zm00001eb169450	-	1738
Zm00001d049174	chr4	19684621	19690549	Zm00001d049174	-	chr4	19684621	19690549	Zm00001eb169480	Zm00001eb169480	-	5928
Zm00001d049218	chr4	21649568	21650650	Zm00001d049218	+	chr4	21649568	21650650	Zm00001eb169870	Zm00001eb169870	+	1082
Zm00001d049244	chr4	23025895	23027088	Zm00001d049244	-	chr4	23025895	23027088	Zm00001eb170080	Zm00001eb170080	-	1193
Zm00001d049252	chr4	23371088	23374119	Zm00001d049252	-	chr4	23371088	23374119	Zm00001eb170150	Zm00001eb170150	-	3031
Zm00001d049289	chr4	25021618	25021898	Zm00001d049289	+	chr4	25021524	25023524	Zm00001eb170480	Zm00001eb170480	+	280
Zm00001d049303	chr4	25859023	25861248	Zm00001d049303	-	chr4	25859970	25861248	Zm00001eb170590	Zm00001eb170590	-	1278
Zm00001d049367	chr4	28433153	28435615	Zm00001d049367	-	chr4	28433549	28434762	Zm00001eb171070	Zm00001eb171070	-	1213
Zm00001d049407	chr4	29993790	29995802	Zm00001d049407	-	chr4	29993790	29995802	Zm00001eb171410	Zm00001eb171410	-	2012
Zm00001d049408	chr4	29996719	29998104	Zm00001d049408	+	chr4	29996719	29997663	Zm00001eb171420	Zm00001eb171420	+	944
Zm00001d049445	chr4	30984663	30984920	Zm00001d049445	+	.	-1	-1	.	-1	.	0
Zm00001d049467	chr4	31770675	31772219	Zm00001d049467	-	chr4	31770675	31772219	Zm00001eb171880	Zm00001eb171880	-	1544
Zm00001d049470	chr4	31838318	31838780	Zm00001d049470	+	chr4	31836101	31838780	Zm00001eb171910	Zm00001eb171910	+	462
Zm00001d049489	chr4	32584656	32585663	Zm00001d049489	-	chr4	32584656	32585663	Zm00001eb172060	Zm00001eb172060	-	1007
Zm00001d049490	chr4	32602690	32604146	Zm00001d049490	-	chr4	32602690	32604146	Zm00001eb172070	Zm00001eb172070	-	1456
Zm00001d049528	chr4	33668154	33669762	Zm00001d049528	-	chr4	33660872	33669762	Zm00001eb172310	Zm00001eb172310	-	1608
Zm00001d049539	chr4	34177866	34179512	Zm00001d049539	+	chr4	34177866	34179512	Zm00001eb172390	Zm00001eb172390	+	1646
Zm00001d049580	chr4	36377673	36378067	Zm00001d049580	+	.	-1	-1	.	-1	.	0
Zm00001d049629	chr4	38494644	38499250	Zm00001d049629	+	chr4	38494626	38499250	Zm00001eb173290	Zm00001eb173290	+	4606
Zm00001d049650	chr4	39120331	39120921	Zm00001d049650	+	chr4	39120331	39120921	Zm00001eb173510	Zm00001eb173510	+	590
Zm00001d049659	chr4	39330105	39330410	Zm00001d049659	-	chr4	39330105	39330410	Zm00001eb173630	Zm00001eb173630	-	305
Zm00001d049664	chr4	39482603	39483892	Zm00001d049664	-	chr4	39483329	39483892	Zm00001eb173680	Zm00001eb173680	-	563
Zm00001d049673	chr4	39982337	39983082	Zm00001d049673	-	chr4	39982655	39983030	Zm00001eb173780	Zm00001eb173780	-	375
Zm00001d049678	chr4	40073616	40075353	Zm00001d049678	-	chr4	40073616	40075353	Zm00001eb173840	Zm00001eb173840	-	1737
Zm00001d049686	chr4	40370724	40372625	Zm00001d049686	-	chr4	40370529	40371541	Zm00001eb173950	Zm00001eb173950	-	817
Zm00001d049719	chr4	41693703	41693959	Zm00001d049719	-	.	-1	-1	.	-1	.	0
Zm00001d049732	chr4	42235055	42235501	Zm00001d049732	-	chr4	42235055	42235522	Zm00001eb174420	Zm00001eb174420	-	446
Zm00001d049750	chr4	43416884	43419594	Zm00001d049750	+	chr4	43416998	43419364	Zm00001eb174570	Zm00001eb174570	+	2366
Zm00001d049823	chr4	46893026	46923224	Zm00001d049823	+	chr4	46893026	46923224	Zm00001eb175180	Zm00001eb175180	+	30198
Zm00001d049838	chr4	47497859	47498221	Zm00001d049838	+	chr4	47497859	47498221	Zm00001eb175290	Zm00001eb175290	+	362
Zm00001d049840	chr4	47578805	47579167	Zm00001d049840	+	chr4	47578805	47579167	Zm00001eb175310	Zm00001eb175310	+	362
Zm00001d049841	chr4	47690834	47691187	Zm00001d049841	+	chr4	47690825	47691187	Zm00001eb175340	Zm00001eb175340	+	353
Zm00001d049842	chr4	47716427	47716789	Zm00001d049842	+	chr4	47716427	47716765	Zm00001eb175360	Zm00001eb175360	+	338
Zm00001d049843	chr4	47775745	47776107	Zm00001d049843	+	.	-1	-1	.	-1	.	0
Zm00001d049844	chr4	47800063	47800425	Zm00001d049844	+	chr4	47800063	47800425	Zm00001eb175370	Zm00001eb175370	+	362
Zm00001d049860	chr4	49283107	49284984	Zm00001d049860	+	chr4	49283107	49284984	Zm00001eb175500	Zm00001eb175500	+	1877
Zm00001d049870	chr4	50009664	50011307	Zm00001d049870	-	chr4	50009664	50011307	Zm00001eb175540	Zm00001eb175540	-	1643
Zm00001d049882	chr4	50519904	50520691	Zm00001d049882	-	.	-1	-1	.	-1	.	0
Zm00001d049883	chr4	50596150	50596849	Zm00001d049883	-	chr4	50596150	50596612	Zm00001eb175600	Zm00001eb175600	-	462
Zm00001d049910	chr4	52380897	52383067	Zm00001d049910	+	chr4	52380897	52383021	Zm00001eb175810	Zm00001eb175810	+	2124
Zm00001d049920	chr4	53113163	53113405	Zm00001d049920	-	chr4	53113163	53113405	Zm00001eb175870	Zm00001eb175870	-	242
Zm00001d049932	chr4	54060393	54061068	Zm00001d049932	+	chr4	54060393	54061068	Zm00001eb175990	Zm00001eb175990	+	675
Zm00001d049946	chr4	54930629	54930868	Zm00001d049946	+	.	-1	-1	.	-1	.	0
Zm00001d049950	chr4	55392774	55396040	Zm00001d049950	+	chr4	55392774	55396040	Zm00001eb176110	Zm00001eb176110	+	3266
Zm00001d049964	chr4	56406602	56407467	Zm00001d049964	-	chr4	56406602	56407884	Zm00001eb176250	Zm00001eb176250	-	865
Zm00001d050021	chr4	60545224	60550158	Zm00001d050021	-	chr4	60545224	60550158	Zm00001eb176720	Zm00001eb176720	-	4934
Zm00001d050022	chr4	60955995	60959637	Zm00001d050022	+	chr4	60956010	60959637	Zm00001eb176730	Zm00001eb176730	+	3627
Zm00001d050079	chr4	64982745	64983228	Zm00001d050079	+	chr4	64982656	64983228	Zm00001eb177090	Zm00001eb177090	+	483
Zm00001d050095	chr4	65637435	65639315	Zm00001d050095	+	chr4	65637435	65639315	Zm00001eb177230	Zm00001eb177230	+	1880
Zm00001d050161	chr4	69947905	69948267	Zm00001d050161	+	.	-1	-1	.	-1	.	0
Zm00001d050196	chr4	73010635	73012748	Zm00001d050196	-	chr4	73010635	73012904	Zm00001eb178180	Zm00001eb178180	-	2113
Zm00001d050220	chr4	74703058	74716140	Zm00001d050220	-	chr4	74703058	74704348	Zm00001eb178340	Zm00001eb178340	-	1290
Zm00001d050250	chr4	76554910	76556008	Zm00001d050250	-	chr4	76555035	76556008	Zm00001eb178570	Zm00001eb178570	-	973
Zm00001d050255	chr4	77008284	77009639	Zm00001d050255	-	chr4	77008284	77009702	Zm00001eb178610	Zm00001eb178610	-	1355
Zm00001d050266	chr4	77565650	77567190	Zm00001d050266	+	chr4	77565650	77567190	Zm00001eb178700	Zm00001eb178700	+	1540
Zm00001d050294	chr4	79409389	79410429	Zm00001d050294	+	chr4	79409389	79410429	Zm00001eb178900	Zm00001eb178900	+	1040
Zm00001d050341	chr4	82612762	82614035	Zm00001d050341	-	chr4	82612762	82614035	Zm00001eb179210	Zm00001eb179210	-	1273
Zm00001d050355	chr4	83268707	83270901	Zm00001d050355	-	chr4	83268707	83270814	Zm00001eb179320	Zm00001eb179320	-	2107
Zm00001d050378	chr4	84925116	84933003	Zm00001d050378	+	.	-1	-1	.	-1	.	0
Zm00001d050386	chr4	85317488	85317828	Zm00001d050386	-	.	-1	-1	.	-1	.	0
Zm00001d050448	chr4	89120960	89122689	Zm00001d050448	-	chr4	89116680	89121980	Zm00001eb179980	Zm00001eb179980	-	1020
Zm00001d050470	chr4	91158794	91160597	Zm00001d050470	-	chr4	91157939	91160789	Zm00001eb180150	Zm00001eb180150	-	1803
Zm00001d050484	chr4	92622665	92628305	Zm00001d050484	+	chr4	92622665	92628305	Zm00001eb180260	Zm00001eb180260	+	5640
Zm00001d050490	chr4	92964956	92965680	Zm00001d050490	-	.	-1	-1	.	-1	.	0
Zm00001d050495	chr4	93388471	93390240	Zm00001d050495	-	chr4	93388261	93389365	Zm00001eb180340	Zm00001eb180340	-	894
Zm00001d050507	chr4	94939960	94940373	Zm00001d050507	+	chr4	94939960	94940397	Zm00001eb180450	Zm00001eb180450	+	413
Zm00001d050529	chr4	97386801	97390264	Zm00001d050529	+	chr4	97386801	97388533	Zm00001eb180570	Zm00001eb180570	+	1732
Zm00001d050530	chr4	97413741	97415092	Zm00001d050530	-	chr4	97413741	97415092	Zm00001eb180590	Zm00001eb180590	-	1351
Zm00001d050598	chr4	98466823	98467460	Zm00001d050598	+	.	-1	-1	.	-1	.	0
Zm00001d050608	chr4	97849683	97850432	Zm00001d050608	+	chr4	97849689	97850432	Zm00001eb180650	Zm00001eb180650	+	743
Zm00001d050618	chr4	104955999	104956335	Zm00001d050618	+	chr4	104955999	104956335	Zm00001eb181170	Zm00001eb181170	+	336
Zm00001d050635	chr4	107760954	107761469	Zm00001d050635	+	chr4	107760954	107761469	Zm00001eb181260	Zm00001eb181260	+	515
Zm00001d050725	chr4	119953641	119954891	Zm00001d050725	-	chr4	119954193	119954891	Zm00001eb181950	Zm00001eb181950	-	698
Zm00001d050828	chr4	126040563	126041006	Zm00001d050828	-	.	-1	-1	.	-1	.	0
Zm00001d050837	chr4	127600152	127601150	Zm00001d050837	+	chr4	127600152	127601150	Zm00001eb182740	Zm00001eb182740	+	998
Zm00001d050840	chr4	128097405	128098400	Zm00001d050840	-	chr4	128097405	128098400	Zm00001eb182770	Zm00001eb182770	-	995
Zm00001d050848	chr4	128565517	128566767	Zm00001d050848	+	chr4	128565466	128566767	Zm00001eb182800	Zm00001eb182800	+	1250
Zm00001d050870	chr4	129662770	129664731	Zm00001d050870	+	chr4	129655808	129664731	Zm00001eb182960	Zm00001eb182960	+	1961
Zm00001d050893	chr4	130692747	130694077	Zm00001d050893	+	chr4	130692747	130694295	Zm00001eb183190	Zm00001eb183190	+	1330
Zm00001d050908	chr4	131802829	131803056	Zm00001d050908	+	chr4	131802829	131803056	Zm00001eb183290	Zm00001eb183290	+	227
Zm00001d050977	chr4	136727050	136728740	Zm00001d050977	-	chr4	136726938	136728740	Zm00001eb183820	Zm00001eb183820	-	1690
Zm00001d050983	chr4	137174664	137176845	Zm00001d050983	-	chr4	137175615	137176254	Zm00001eb183870	Zm00001eb183870	-	639
Zm00001d051054	chr4	141127136	141127339	Zm00001d051054	+	chr4	141127136	141131116	Zm00001eb184440	Zm00001eb184440	+	203
Zm00001d051072	chr4	142585652	142586874	Zm00001d051072	+	chr4	142585962	142586483	Zm00001eb184590	Zm00001eb184590	+	521
Zm00001d051093	chr4	143750995	143754410	Zm00001d051093	-	chr4	143750995	143752520	Zm00001eb184710	Zm00001eb184710	-	1525
Zm00001d051102	chr4	144585791	144587167	Zm00001d051102	+	chr4	144585695	144587167	Zm00001eb184780	Zm00001eb184780	+	1376
Zm00001d051110	chr4	145143045	145144688	Zm00001d051110	+	chr4	145143045	145144732	Zm00001eb184830	Zm00001eb184830	+	1643
Zm00001d051118	chr4	146203215	146203917	Zm00001d051118	+	chr4	146203215	146203917	Zm00001eb184900	Zm00001eb184900	+	702
Zm00001d051139	chr4	147391610	147394562	Zm00001d051139	-	chr4	147391610	147394562	Zm00001eb185100	Zm00001eb185100	-	2952
Zm00001d051167	chr4	148783201	148784272	Zm00001d051167	-	.	-1	-1	.	-1	.	0
Zm00001d051194	chr4	149984378	149986261	Zm00001d051194	+	chr4	149984378	149986297	Zm00001eb185400	Zm00001eb185400	+	1883
Zm00001d051207	chr4	150517267	150517662	Zm00001d051207	-	chr4	150516750	150518906	Zm00001eb185480	Zm00001eb185480	-	395
Zm00001d051210	chr4	150520314	150532184	Zm00001d051210	+	chr4	150530334	150551541	Zm00001eb185500	Zm00001eb185500	+	1850
Zm00001d051258	chr4	152794551	152794851	Zm00001d051258	+	chr4	152792797	152794851	Zm00001eb185870	Zm00001eb185870	+	300
Zm00001d051262	chr4	152864362	152865731	Zm00001d051262	-	chr4	152864362	152865537	Zm00001eb185900	Zm00001eb185900	-	1175
Zm00001d051267	chr4	153013653	153016044	Zm00001d051267	+	chr4	153013653	153016044	Zm00001eb185920	Zm00001eb185920	+	2391
Zm00001d051309	chr4	154780157	154781816	Zm00001d051309	+	chr4	154780157	154781816	Zm00001eb186150	Zm00001eb186150	+	1659
Zm00001d051314	chr4	155118810	155120056	Zm00001d051314	-	chr4	155118810	155120056	Zm00001eb186190	Zm00001eb186190	-	1246
Zm00001d051318	chr4	155611519	155615039	Zm00001d051318	-	chr4	155611458	155613991	Zm00001eb186210	Zm00001eb186210	-	2472
Zm00001d051325	chr4	156195109	156195657	Zm00001d051325	-	.	-1	-1	.	-1	.	0
Zm00001d051344	chr4	157078885	157079766	Zm00001d051344	-	chr4	157078885	157079766	Zm00001eb186440	Zm00001eb186440	-	881
Zm00001d051361	chr4	157767641	157769107	Zm00001d051361	-	chr4	157767641	157769107	Zm00001eb186550	Zm00001eb186550	-	1466
Zm00001d051375	chr4	158175606	158176055	Zm00001d051375	+	chr4	158175606	158176055	Zm00001eb186670	Zm00001eb186670	+	449
Zm00001d051388	chr4	158650748	158652335	Zm00001d051388	-	chr4	158650748	158652335	Zm00001eb186790	Zm00001eb186790	-	1587
Zm00001d051410	chr4	159222436	159222861	Zm00001d051410	-	chr4	159220908	159222861	Zm00001eb186940	Zm00001eb186940	-	425
Zm00001d051418	chr4	159625981	159627612	Zm00001d051418	-	chr4	159625981	159627256	Zm00001eb186990	Zm00001eb186990	-	1275
Zm00001d051460	chr4	161222459	161223121	Zm00001d051460	-	chr4	161222459	161223121	Zm00001eb187290	Zm00001eb187290	-	662
Zm00001d051468	chr4	161507845	161508327	Zm00001d051468	-	chr4	161507845	161508324	Zm00001eb187340	Zm00001eb187340	-	479
Zm00001d051501	chr4	162269644	162270204	Zm00001d051501	+	chr4	162269644	162270204	Zm00001eb187620	Zm00001eb187620	+	560
Zm00001d051503	chr4	162348273	162350143	Zm00001d051503	+	chr4	162348273	162359290	Zm00001eb187650	Zm00001eb187650	+	1870
Zm00001d051519	chr4	162964007	162974196	Zm00001d051519	+	.	-1	-1	.	-1	.	0
Zm00001d051526	chr4	163194607	163215062	Zm00001d051526	+	chr4	163209039	163215138	Zm00001eb187870	Zm00001eb187870	+	6023
Zm00001d051527	chr4	163294301	163298559	Zm00001d051527	+	chr4	163294301	163298559	Zm00001eb187880	Zm00001eb187880	+	4258
Zm00001d051556	chr4	164879209	164881125	Zm00001d051556	-	chr4	164879209	164881125	Zm00001eb188280	Zm00001eb188280	-	1916
Zm00001d051591	chr4	166117758	166118156	Zm00001d051591	+	chr4	166117692	166118156	Zm00001eb188570	Zm00001eb188570	+	398
Zm00001d051596	chr4	166198857	166199240	Zm00001d051596	+	chr4	166198857	166199240	Zm00001eb188610	Zm00001eb188610	+	383
Zm00001d051608	chr4	166565229	166576211	Zm00001d051608	+	chr4	166567063	166576211	Zm00001eb188720	Zm00001eb188720	+	9148
Zm00001d051637	chr4	167485693	167487790	Zm00001d051637	-	chr4	167485693	167487790	Zm00001eb189000	Zm00001eb189000	-	2097
Zm00001d051670	chr4	168458572	168459703	Zm00001d051670	+	chr4	168456271	168459617	Zm00001eb189200	Zm00001eb189200	+	1045
Zm00001d051699	chr4	169258387	169259640	Zm00001d051699	-	chr4	169258387	169259640	Zm00001eb189500	Zm00001eb189500	-	1253
Zm00001d051739	chr4	170715592	170716044	Zm00001d051739	+	chr4	170715592	170716044	Zm00001eb189840	Zm00001eb189840	+	452
Zm00001d051773	chr4	171338243	171340230	Zm00001d051773	+	chr4	171338243	171340230	Zm00001eb190060	Zm00001eb190060	+	1987
Zm00001d051779	chr4	171573053	171574156	Zm00001d051779	+	chr4	171572978	171574156	Zm00001eb190090	Zm00001eb190090	+	1103
Zm00001d051802	chr4	172165699	172166046	Zm00001d051802	-	chr4	172165807	172166046	Zm00001eb190310	Zm00001eb190310	-	239
Zm00001d051837	chr4	173815862	173819213	Zm00001d051837	-	chr4	173815862	173819213	Zm00001eb190590	Zm00001eb190590	-	3351
Zm00001d051882	chr4	175513802	175514041	Zm00001d051882	-	.	-1	-1	.	-1	.	0
Zm00001d051887	chr4	175887320	175889039	Zm00001d051887	+	chr4	175887155	175889036	Zm00001eb191110	Zm00001eb191110	+	1716
Zm00001d051919	chr4	176718377	176718583	Zm00001d051919	-	.	-1	-1	.	-1	.	0
Zm00001d051923	chr4	176786763	176788119	Zm00001d051923	+	chr4	176786763	176788119	Zm00001eb191480	Zm00001eb191480	+	1356
Zm00001d051934	chr4	176927189	176928540	Zm00001d051934	+	chr4	176927189	176928540	Zm00001eb191590	Zm00001eb191590	+	1351
Zm00001d051945	chr4	177073883	177077285	Zm00001d051945	+	chr4	177072770	177077285	Zm00001eb191650	Zm00001eb191650	+	3402
Zm00001d051956	chr4	177344075	177345333	Zm00001d051956	+	chr4	177344075	177345333	Zm00001eb191780	Zm00001eb191780	+	1258
Zm00001d051987	chr4	177975491	177977527	Zm00001d051987	-	chr4	177975491	177977071	Zm00001eb191990	Zm00001eb191990	-	1580
Zm00001d051993	chr4	178101047	178101632	Zm00001d051993	+	chr4	178101002	178103849	Zm00001eb192040	Zm00001eb192040	+	585
Zm00001d051994	chr4	178102985	178103849	Zm00001d051994	+	chr4	178101002	178103849	Zm00001eb192040	Zm00001eb192040	+	864
Zm00001d052015	chr4	178628269	178628551	Zm00001d052015	+	chr4	178628269	178628727	Zm00001eb192200	Zm00001eb192200	+	282
Zm00001d052018	chr4	178638612	178641014	Zm00001d052018	-	chr4	178638612	178641014	Zm00001eb192230	Zm00001eb192230	-	2402
Zm00001d052022	chr4	178786179	178789450	Zm00001d052022	-	chr4	178786179	178789196	Zm00001eb192290	Zm00001eb192290	-	3017
Zm00001d052036	chr4	179076277	179077820	Zm00001d052036	+	chr4	179077569	179078845	Zm00001eb192420	Zm00001eb192420	+	251
Zm00001d052039	chr4	179091043	179092331	Zm00001d052039	-	chr4	179091043	179092331	Zm00001eb192450	Zm00001eb192450	-	1288
Zm00001d052040	chr4	179120310	179120543	Zm00001d052040	+	chr4	179118691	179120335	Zm00001eb192460	Zm00001eb192460	+	25
Zm00001d052041	chr4	179121957	179122772	Zm00001d052041	-	chr4	179121957	179122772	Zm00001eb192470	Zm00001eb192470	-	815
Zm00001d052059	chr4	180047185	180048534	Zm00001d052059	+	chr4	180047185	180048534	Zm00001eb192670	Zm00001eb192670	+	1349
Zm00001d052064	chr4	180294470	180298559	Zm00001d052064	-	chr4	180294432	180296947	Zm00001eb192720	Zm00001eb192720	-	2477
Zm00001d052096	chr4	181510619	181512430	Zm00001d052096	-	.	-1	-1	.	-1	.	0
Zm00001d052104	chr4	181703480	181705822	Zm00001d052104	-	chr4	181703480	181705822	Zm00001eb193100	Zm00001eb193100	-	2342
Zm00001d052123	chr4	182340875	182342018	Zm00001d052123	-	chr4	182339708	182342018	Zm00001eb193260	Zm00001eb193260	-	1143
Zm00001d052152	chr4	183373254	183373923	Zm00001d052152	+	chr4	183373135	183373923	Zm00001eb193550	Zm00001eb193550	+	669
Zm00001d052194	chr4	184768416	184769206	Zm00001d052194	-	chr4	184768416	184769206	Zm00001eb193940	Zm00001eb193940	-	790
Zm00001d052201	chr4	185171744	185172610	Zm00001d052201	-	chr4	185170531	185171796	Zm00001eb193980	Zm00001eb193980	-	52
Zm00001d052254	chr4	186817170	186817590	Zm00001d052254	+	.	-1	-1	.	-1	.	0
Zm00001d052285	chr4	187953154	187954227	Zm00001d052285	-	chr4	187953154	187954227	Zm00001eb194740	Zm00001eb194740	-	1073
Zm00001d052335	chr4	189320719	189322354	Zm00001d052335	+	chr4	189320719	189322354	Zm00001eb195200	Zm00001eb195200	+	1635
Zm00001d052349	chr4	189771465	189773079	Zm00001d052349	-	.	-1	-1	.	-1	.	0
Zm00001d052371	chr4	190339131	190339793	Zm00001d052371	-	chr4	190339131	190339793	Zm00001eb195550	Zm00001eb195550	-	662
Zm00001d052383	chr4	190731399	190732457	Zm00001d052383	-	chr4	190731117	190757199	Zm00001eb195680	Zm00001eb195680	-	1058
Zm00001d052389	chr4	190911724	190915114	Zm00001d052389	-	chr4	190911724	190915114	Zm00001eb195760	Zm00001eb195760	-	3390
Zm00001d052392	chr4	190935492	190936704	Zm00001d052392	-	chr4	190935492	190936704	Zm00001eb195790	Zm00001eb195790	-	1212
Zm00001d052405	chr4	191137163	191141471	Zm00001d052405	-	chr4	191137166	191141471	Zm00001eb195920	Zm00001eb195920	-	4305
Zm00001d052409	chr4	191258146	191259447	Zm00001d052409	-	chr4	191258146	191259447	Zm00001eb195960	Zm00001eb195960	-	1301
Zm00001d052422	chr4	191603294	191604058	Zm00001d052422	-	chr4	191603294	191604197	Zm00001eb196070	Zm00001eb196070	-	764
Zm00001d052464	chr4	192449765	192452195	Zm00001d052464	-	chr4	192449765	192452217	Zm00001eb196430	Zm00001eb196430	-	2430
Zm00001d052479	chr4	192838508	192840007	Zm00001d052479	-	chr4	192838508	192840076	Zm00001eb196550	Zm00001eb196550	-	1499
Zm00001d052513	chr4	193825089	193826591	Zm00001d052513	+	chr4	193825089	193826591	Zm00001eb196830	Zm00001eb196830	+	1502
Zm00001d052539	chr4	194494838	194495214	Zm00001d052539	+	.	-1	-1	.	-1	.	0
Zm00001d052558	chr4	194957815	194959176	Zm00001d052558	-	chr4	194958424	194959176	Zm00001eb197140	Zm00001eb197140	-	752
Zm00001d052586	chr4	195682796	195687062	Zm00001d052586	-	chr4	195682796	195686876	Zm00001eb197320	Zm00001eb197320	-	4080
Zm00001d052591	chr4	195899799	195900924	Zm00001d052591	-	chr4	195899799	195900924	Zm00001eb197370	Zm00001eb197370	-	1125
Zm00001d052594	chr4	196133155	196133478	Zm00001d052594	+	chr4	196133155	196133478	Zm00001eb197400	Zm00001eb197400	+	323
Zm00001d052598	chr4	196233917	196234839	Zm00001d052598	+	chr4	196233917	196234312	Zm00001eb197430	Zm00001eb197430	+	395
Zm00001d052602	chr4	196323629	196325022	Zm00001d052602	-	chr4	196323634	196326690	Zm00001eb197460	Zm00001eb197460	-	1388
Zm00001d052647	chr4	197675984	197676752	Zm00001d052647	-	.	-1	-1	.	-1	.	0
Zm00001d052648	chr4	197678215	197678958	Zm00001d052648	-	chr4	197678272	197678958	Zm00001eb197860	Zm00001eb197860	-	686
Zm00001d052657	chr4	198010545	198010811	Zm00001d052657	-	.	-1	-1	.	-1	.	0
Zm00001d052673	chr4	198742691	198745413	Zm00001d052673	+	chr4	198742691	198745508	Zm00001eb198030	Zm00001eb198030	+	2722
Zm00001d052676	chr4	198828982	198830486	Zm00001d052676	+	chr4	198828982	198830486	Zm00001eb198080	Zm00001eb198080	+	1504
Zm00001d052699	chr4	199893145	199895038	Zm00001d052699	-	chr4	199894209	199894662	Zm00001eb198290	Zm00001eb198290	-	453
Zm00001d052713	chr4	200253435	200255510	Zm00001d052713	-	chr4	200253435	200255510	Zm00001eb198360	Zm00001eb198360	-	2075
Zm00001d052731	chr4	201100664	201102715	Zm00001d052731	-	chr4	201100664	201102715	Zm00001eb198540	Zm00001eb198540	-	2051
Zm00001d052741	chr4	201325873	201327831	Zm00001d052741	-	chr4	201325873	201327831	Zm00001eb198640	Zm00001eb198640	-	1958
Zm00001d052760	chr4	201810148	201810707	Zm00001d052760	-	chr4	201810148	201810843	Zm00001eb198790	Zm00001eb198790	-	559
Zm00001d052769	chr4	202004158	202004920	Zm00001d052769	+	chr4	202004158	202004920	Zm00001eb198860	Zm00001eb198860	+	762
Zm00001d052773	chr4	202227746	202234463	Zm00001d052773	-	.	-1	-1	.	-1	.	0
Zm00001d052799	chr4	203145167	203146090	Zm00001d052799	-	.	-1	-1	.	-1	.	0
Zm00001d052817	chr4	203663044	203663697	Zm00001d052817	+	chr4	203663044	203663697	Zm00001eb199310	Zm00001eb199310	+	653
Zm00001d052827	chr4	203845025	203846288	Zm00001d052827	+	chr4	203845025	203845936	Zm00001eb199360	Zm00001eb199360	+	911
Zm00001d052871	chr4	204887860	204887952	Zm00001d052871	+	.	-1	-1	.	-1	.	0
Zm00001d052872	chr4	204889612	204890243	Zm00001d052872	+	chr4	204889612	204890427	Zm00001eb199690	Zm00001eb199690	+	631
Zm00001d052874	chr4	204896134	204897296	Zm00001d052874	-	chr4	204896075	204896809	Zm00001eb199710	Zm00001eb199710	-	675
Zm00001d052898	chr4	205832650	205833126	Zm00001d052898	-	chr4	205832650	205833126	Zm00001eb199930	Zm00001eb199930	-	476
Zm00001d052910	chr4	206280679	206281269	Zm00001d052910	+	chr4	206280679	206281269	Zm00001eb200000	Zm00001eb200000	+	590
Zm00001d052931	chr4	207026337	207033314	Zm00001d052931	-	chr4	207029546	207033107	Zm00001eb200160	Zm00001eb200160	-	3561
Zm00001d052938	chr4	207282946	207286074	Zm00001d052938	+	chr4	207284145	207286074	Zm00001eb200250	Zm00001eb200250	+	1929
Zm00001d052989	chr4	209564862	209566182	Zm00001d052989	+	chr4	209564862	209566182	Zm00001eb200720	Zm00001eb200720	+	1320
Zm00001d053015	chr4	210876852	210878600	Zm00001d053015	-	chr4	210876852	210878600	Zm00001eb200910	Zm00001eb200910	-	1748
Zm00001d053042	chr4	212103499	212103849	Zm00001d053042	-	chr4	212103499	212103849	Zm00001eb201090	Zm00001eb201090	-	350
Zm00001d053084	chr4	215928654	215929436	Zm00001d053084	+	chr4	215928654	215929436	Zm00001eb201480	Zm00001eb201480	+	782
Zm00001d053091	chr4	216203841	216206440	Zm00001d053091	-	chr4	216203841	216206617	Zm00001eb201580	Zm00001eb201580	-	2599
Zm00001d053124	chr4	217616091	217617398	Zm00001d053124	-	chr4	217616091	217617398	Zm00001eb201930	Zm00001eb201930	-	1307
Zm00001d053128	chr4	217996308	217998085	Zm00001d053128	+	.	-1	-1	.	-1	.	0
Zm00001d053156	chr4	219875659	219876866	Zm00001d053156	-	chr4	219875659	219876866	Zm00001eb202200	Zm00001eb202200	-	1207
Zm00001d053172	chr4	220760771	220764356	Zm00001d053172	+	chr4	220760771	220764356	Zm00001eb202360	Zm00001eb202360	+	3585
Zm00001d053188	chr4	221903944	221904273	Zm00001d053188	+	chr4	221903710	221904273	Zm00001eb202510	Zm00001eb202510	+	329
Zm00001d053213	chr4	223329763	223330185	Zm00001d053213	+	chr4	223329763	223330185	Zm00001eb202710	Zm00001eb202710	+	422
