v4geneID	Chromosome	Start	Stop	v4geneID.1	X..	v5chromosome	v5start	v5stop	v5geneID	v5geneID.1	v5..	v5length
Zm00001d009348	chr8	58035945	58041913	Zm00001d009348	+	chr8	58040488	58041913	Zm00001eb341900	Zm00001eb341900	+	1425
Zm00001d009350	chr8	58237388	58237735	Zm00001d009350	-	chr8	58237388	58237735	Zm00001eb341920	Zm00001eb341920	-	347
Zm00001d009351	chr8	58253345	58259382	Zm00001d009351	-	chr8	58252633	58255079	Zm00001eb341930	Zm00001eb341930	-	1734
Zm00001d009356	chr8	59082628	59082904	Zm00001d009356	+	.	-1	-1	.	-1	.	0
Zm00001d009362	chr8	59795067	59798175	Zm00001d009362	-	chr8	59787627	59797679	Zm00001eb342000	Zm00001eb342000	-	2612
Zm00001d009369	chr8	60645853	60647302	Zm00001d009369	-	.	-1	-1	.	-1	.	0
Zm00001d009377	chr8	61360567	61361205	Zm00001d009377	-	chr8	61360383	61361205	Zm00001eb342110	Zm00001eb342110	-	638
Zm00001d009383	chr8	61832365	61835175	Zm00001d009383	+	chr8	61834151	61835078	Zm00001eb342140	Zm00001eb342140	+	927
Zm00001d009385	chr8	61882085	61886621	Zm00001d009385	+	chr8	61885569	61886621	Zm00001eb342150	Zm00001eb342150	+	1052
Zm00001d009394	chr8	62451273	62453869	Zm00001d009394	+	chr8	62451273	62453869	Zm00001eb342230	Zm00001eb342230	+	2596
Zm00001d009399	chr8	62862147	62864221	Zm00001d009399	-	chr8	62862147	62864221	Zm00001eb342280	Zm00001eb342280	-	2074
Zm00001d009402	chr8	63195675	63196368	Zm00001d009402	+	chr8	63195675	63196368	Zm00001eb342300	Zm00001eb342300	+	693
Zm00001d009416	chr8	63729210	63729905	Zm00001d009416	+	chr8	63728940	63729905	Zm00001eb342390	Zm00001eb342390	+	695
Zm00001d009421	chr8	64001591	64002281	Zm00001d009421	+	chr8	64001591	64002281	Zm00001eb342470	Zm00001eb342470	+	690
Zm00001d009447	chr8	64999984	65005854	Zm00001d009447	+	chr8	64999984	65005854	Zm00001eb342670	Zm00001eb342670	+	5870
Zm00001d009449	chr8	65089938	65091483	Zm00001d009449	+	chr8	65089938	65091248	Zm00001eb342700	Zm00001eb342700	+	1310
Zm00001d009454	chr8	65486401	65488491	Zm00001d009454	+	chr8	65486911	65487611	Zm00001eb342750	Zm00001eb342750	+	700
Zm00001d009466	chr8	65930278	65931457	Zm00001d009466	+	.	-1	-1	.	-1	.	0
Zm00001d009468	chr8	65961549	65962676	Zm00001d009468	+	chr8	65961549	65962676	Zm00001eb342850	Zm00001eb342850	+	1127
Zm00001d009472	chr8	66309751	66311901	Zm00001d009472	+	chr8	66310562	66311680	Zm00001eb342880	Zm00001eb342880	+	1118
Zm00001d009478	chr8	66887401	66888062	Zm00001d009478	+	.	-1	-1	.	-1	.	0
Zm00001d009481	chr8	67036071	67038989	Zm00001d009481	+	chr8	67036071	67038989	Zm00001eb342970	Zm00001eb342970	+	2918
Zm00001d009487	chr8	67219878	67220411	Zm00001d009487	-	chr8	67219878	67220411	Zm00001eb343010	Zm00001eb343010	-	533
Zm00001d009489	chr8	67227327	67227635	Zm00001d009489	+	.	-1	-1	.	-1	.	0
Zm00001d009494	chr8	67364609	67367690	Zm00001d009494	+	chr8	67364609	67367892	Zm00001eb343090	Zm00001eb343090	+	3081
Zm00001d009502	chr8	67825818	67827432	Zm00001d009502	+	.	-1	-1	.	-1	.	0
Zm00001d009512	chr8	68625501	68631150	Zm00001d009512	-	chr8	68625501	68626708	Zm00001eb343280	Zm00001eb343280	-	1207
Zm00001d009514	chr8	68657932	68658345	Zm00001d009514	+	chr8	68657932	68658345	Zm00001eb343300	Zm00001eb343300	+	413
Zm00001d009515	chr8	68694044	68697318	Zm00001d009515	+	chr8	68693436	68697318	Zm00001eb343330	Zm00001eb343330	+	3274
Zm00001d009518	chr8	68817123	68819869	Zm00001d009518	-	.	-1	-1	.	-1	.	0
Zm00001d009524	chr8	69125933	69132983	Zm00001d009524	+	chr8	69127057	69132983	Zm00001eb343400	Zm00001eb343400	+	5926
Zm00001d009529	chr8	69273369	69277356	Zm00001d009529	+	chr8	69259531	69275609	Zm00001eb343430	Zm00001eb343430	+	2240
Zm00001d009547	chr8	69895830	69898649	Zm00001d009547	-	chr8	69878303	69898649	Zm00001eb343560	Zm00001eb343560	-	2819
Zm00001d009553	chr8	70198366	70198623	Zm00001d009553	+	chr8	70198336	70198623	Zm00001eb343600	Zm00001eb343600	+	257
Zm00001d009557	chr8	70238459	70239120	Zm00001d009557	+	chr8	70238410	70239120	Zm00001eb343640	Zm00001eb343640	+	661
Zm00001d009558	chr8	70285280	70286104	Zm00001d009558	+	chr8	70285280	70286104	Zm00001eb343650	Zm00001eb343650	+	824
Zm00001d009573	chr8	71649591	71650858	Zm00001d009573	-	chr8	71650013	71650858	Zm00001eb343790	Zm00001eb343790	-	845
Zm00001d009587	chr8	71881827	71885544	Zm00001d009587	-	chr8	71881827	71885544	Zm00001eb343870	Zm00001eb343870	-	3717
Zm00001d009592	chr8	72268148	72269939	Zm00001d009592	-	chr8	72268035	72269351	Zm00001eb343940	Zm00001eb343940	-	1203
Zm00001d009598	chr8	72581401	72582261	Zm00001d009598	-	.	-1	-1	.	-1	.	0
Zm00001d009599	chr8	72583502	72584498	Zm00001d009599	+	chr8	72583502	72584498	Zm00001eb344000	Zm00001eb344000	+	996
Zm00001d009600	chr8	72678493	72685494	Zm00001d009600	+	chr8	72678703	72685494	Zm00001eb344010	Zm00001eb344010	+	6791
Zm00001d009608	chr8	73113303	73114820	Zm00001d009608	-	chr8	73113303	73114820	Zm00001eb344070	Zm00001eb344070	-	1517
Zm00001d009609	chr8	73132498	73132852	Zm00001d009609	+	chr8	73132498	73132852	Zm00001eb344090	Zm00001eb344090	+	354
Zm00001d009610	chr8	73135749	73139809	Zm00001d009610	-	.	-1	-1	.	-1	.	0
Zm00001d009642	chr8	74289643	74292631	Zm00001d009642	+	chr8	74291035	74292000	Zm00001eb344380	Zm00001eb344380	+	965
Zm00001d009646	chr8	74367225	74368652	Zm00001d009646	+	chr8	74367126	74368652	Zm00001eb344400	Zm00001eb344400	+	1427
Zm00001d009649	chr8	74481870	74511425	Zm00001d009649	-	chr8	74501280	74511425	Zm00001eb344430	Zm00001eb344430	-	10145
Zm00001d009651	chr8	74590710	74592166	Zm00001d009651	+	.	-1	-1	.	-1	.	0
Zm00001d009658	chr8	75076494	75080686	Zm00001d009658	-	chr8	75076494	75080686	Zm00001eb344470	Zm00001eb344470	-	4192
Zm00001d009659	chr8	75111053	75112166	Zm00001d009659	-	chr8	75111053	75112166	Zm00001eb344480	Zm00001eb344480	-	1113
Zm00001d009667	chr8	75271957	75274536	Zm00001d009667	-	chr8	75271957	75274644	Zm00001eb344530	Zm00001eb344530	-	2579
Zm00001d009671	chr8	75528532	75529353	Zm00001d009671	+	.	-1	-1	.	-1	.	0
Zm00001d009676	chr8	75556880	75562238	Zm00001d009676	+	chr8	75560437	75561286	Zm00001eb344610	Zm00001eb344610	+	849
Zm00001d009688	chr8	76089038	76095889	Zm00001d009688	-	chr8	76089038	76089274	Zm00001eb344740	Zm00001eb344740	-	236
Zm00001d009710	chr8	77210058	77212040	Zm00001d009710	+	chr8	77210058	77212297	Zm00001eb344930	Zm00001eb344930	+	1982
Zm00001d009717	chr8	77675314	77676941	Zm00001d009717	+	chr8	77675314	77676941	Zm00001eb344980	Zm00001eb344980	+	1627
Zm00001d009718	chr8	77863408	77864202	Zm00001d009718	-	chr8	77863408	77864202	Zm00001eb345000	Zm00001eb345000	-	794
Zm00001d009727	chr8	78198632	78201423	Zm00001d009727	+	chr8	78198632	78201423	Zm00001eb345080	Zm00001eb345080	+	2791
Zm00001d009732	chr8	78564195	78565722	Zm00001d009732	-	chr8	78564195	78565160	Zm00001eb345120	Zm00001eb345120	-	965
Zm00001d009737	chr8	78813109	78814085	Zm00001d009737	-	chr8	78813834	78818144	Zm00001eb345190	Zm00001eb345190	-	251
Zm00001d009777	chr8	80747303	80748526	Zm00001d009777	+	chr8	80747303	80748526	Zm00001eb345580	Zm00001eb345580	+	1223
Zm00001d009786	chr8	81281368	81286020	Zm00001d009786	-	chr8	81280956	81281992	Zm00001eb345650	Zm00001eb345650	-	624
Zm00001d009789	chr8	81523257	81527108	Zm00001d009789	+	chr8	81523257	81527108	Zm00001eb345700	Zm00001eb345700	+	3851
Zm00001d009793	chr8	81860241	81861716	Zm00001d009793	-	chr8	81860241	81863787	Zm00001eb345730	Zm00001eb345730	-	1475
Zm00001d009802	chr8	82219216	82221381	Zm00001d009802	-	.	-1	-1	.	-1	.	0
Zm00001d009803	chr8	82222548	82225752	Zm00001d009803	-	chr8	82222548	82225752	Zm00001eb345800	Zm00001eb345800	-	3204
Zm00001d009807	chr8	82356996	82361262	Zm00001d009807	-	.	-1	-1	.	-1	.	0
Zm00001d009808	chr8	82409003	82410473	Zm00001d009808	-	chr8	82409314	82410593	Zm00001eb345840	Zm00001eb345840	-	1159
Zm00001d009811	chr8	82590246	82592331	Zm00001d009811	+	chr8	82590246	82592331	Zm00001eb345890	Zm00001eb345890	+	2085
Zm00001d009814	chr8	82818396	82821858	Zm00001d009814	-	chr8	82818396	82821858	Zm00001eb345910	Zm00001eb345910	-	3462
Zm00001d009815	chr8	82949578	82950421	Zm00001d009815	-	chr8	82947965	82951141	Zm00001eb345920	Zm00001eb345920	-	843
Zm00001d009821	chr8	83801130	83807832	Zm00001d009821	+	.	-1	-1	.	-1	.	0
Zm00001d009826	chr8	84147706	84148149	Zm00001d009826	-	chr8	84147706	84148149	Zm00001eb345980	Zm00001eb345980	-	443
Zm00001d009827	chr8	84204348	84207279	Zm00001d009827	-	chr8	84204348	84207215	Zm00001eb345990	Zm00001eb345990	-	2867
Zm00001d009843	chr8	84795262	84796672	Zm00001d009843	+	chr8	84795403	84796672	Zm00001eb346050	Zm00001eb346050	+	1269
Zm00001d009877	chr8	86820341	86823090	Zm00001d009877	+	chr8	86820341	86823090	Zm00001eb346280	Zm00001eb346280	+	2749
Zm00001d009881	chr8	87129884	87131064	Zm00001d009881	-	.	-1	-1	.	-1	.	0
Zm00001d009891	chr8	87776847	87777591	Zm00001d009891	-	chr8	87776847	87777591	Zm00001eb346420	Zm00001eb346420	-	744
Zm00001d009894	chr8	88232123	88232731	Zm00001d009894	+	chr8	88232123	88232731	Zm00001eb346450	Zm00001eb346450	+	608
Zm00001d009902	chr8	88565849	88566376	Zm00001d009902	+	chr8	88565849	88566376	Zm00001eb346540	Zm00001eb346540	+	527
Zm00001d009905	chr8	88731185	88734170	Zm00001d009905	+	.	-1	-1	.	-1	.	0
Zm00001d009907	chr8	88841462	88847512	Zm00001d009907	+	chr8	88841462	88847512	Zm00001eb346570	Zm00001eb346570	+	6050
Zm00001d009913	chr8	89339196	89339456	Zm00001d009913	+	.	-1	-1	.	-1	.	0
Zm00001d009915	chr8	89355760	89356876	Zm00001d009915	-	chr8	89355760	89356876	Zm00001eb346630	Zm00001eb346630	-	1116
Zm00001d009917	chr8	89365202	89366310	Zm00001d009917	-	.	-1	-1	.	-1	.	0
Zm00001d009921	chr8	89474456	89476185	Zm00001d009921	-	.	-1	-1	.	-1	.	0
Zm00001d009925	chr8	89554338	89563251	Zm00001d009925	-	chr8	89557478	89558937	Zm00001eb346740	Zm00001eb346740	-	1459
Zm00001d009936	chr8	90582258	90583360	Zm00001d009936	+	chr8	90582189	90583360	Zm00001eb346860	Zm00001eb346860	+	1102
Zm00001d009953	chr8	92107224	92109754	Zm00001d009953	-	chr8	92107224	92109754	Zm00001eb346990	Zm00001eb346990	-	2530
Zm00001d009958	chr8	92347247	92351841	Zm00001d009958	+	.	-1	-1	.	-1	.	0
Zm00001d009962	chr8	92520439	92524768	Zm00001d009962	-	.	-1	-1	.	-1	.	0
Zm00001d009965	chr8	92665648	92667433	Zm00001d009965	-	chr8	92665667	92667433	Zm00001eb347060	Zm00001eb347060	-	1766
Zm00001d009968	chr8	92791700	92795318	Zm00001d009968	-	.	-1	-1	.	-1	.	0
Zm00001d009979	chr8	93220436	93221805	Zm00001d009979	-	chr8	93220436	93222027	Zm00001eb347120	Zm00001eb347120	-	1369
Zm00001d009993	chr8	93634826	93635600	Zm00001d009993	+	chr8	93634821	93635600	Zm00001eb347230	Zm00001eb347230	+	774
Zm00001d009999	chr8	93972353	93973102	Zm00001d009999	+	chr8	93971937	93973295	Zm00001eb347270	Zm00001eb347270	+	749
Zm00001d010005	chr8	94744604	94744936	Zm00001d010005	-	.	-1	-1	.	-1	.	0
Zm00001d010007	chr8	94796099	94796610	Zm00001d010007	+	chr8	94796047	94796610	Zm00001eb347310	Zm00001eb347310	+	511
Zm00001d010008	chr8	94896599	94897567	Zm00001d010008	-	chr8	94896599	94897567	Zm00001eb347320	Zm00001eb347320	-	968
Zm00001d010012	chr8	95014257	95015684	Zm00001d010012	-	chr8	95014257	95015684	Zm00001eb347360	Zm00001eb347360	-	1427
Zm00001d010017	chr8	95229404	95230479	Zm00001d010017	-	chr8	95229972	95230322	Zm00001eb347390	Zm00001eb347390	-	350
Zm00001d010019	chr8	95292845	95297732	Zm00001d010019	-	.	-1	-1	.	-1	.	0
Zm00001d010025	chr8	95680121	95680333	Zm00001d010025	-	chr8	95678447	95680285	Zm00001eb347440	Zm00001eb347440	-	164
Zm00001d010037	chr8	96430143	96431650	Zm00001d010037	-	.	-1	-1	.	-1	.	0
Zm00001d010040	chr8	96502294	96504194	Zm00001d010040	+	chr8	96502221	96504194	Zm00001eb347540	Zm00001eb347540	+	1900
Zm00001d010052	chr8	97307235	97307525	Zm00001d010052	+	chr8	97307235	97307525	Zm00001eb347630	Zm00001eb347630	+	290
Zm00001d010054	chr8	97364797	97372071	Zm00001d010054	+	chr8	97364797	97372068	Zm00001eb347660	Zm00001eb347660	+	7271
Zm00001d010060	chr8	97508194	97512369	Zm00001d010060	-	chr8	97508194	97512369	Zm00001eb347710	Zm00001eb347710	-	4175
Zm00001d010062	chr8	97793585	97796392	Zm00001d010062	-	chr8	97793585	97796392	Zm00001eb347730	Zm00001eb347730	-	2807
Zm00001d010064	chr8	97976400	97977682	Zm00001d010064	-	chr8	97976381	97977491	Zm00001eb347740	Zm00001eb347740	-	1091
Zm00001d010069	chr8	98125174	98126259	Zm00001d010069	+	.	-1	-1	.	-1	.	0
Zm00001d010085	chr8	98743150	98744765	Zm00001d010085	+	chr8	98741056	98744765	Zm00001eb347870	Zm00001eb347870	+	1615
Zm00001d010092	chr8	98990463	98993474	Zm00001d010092	+	chr8	98990463	98993436	Zm00001eb347940	Zm00001eb347940	+	2973
Zm00001d010093	chr8	99024469	99025606	Zm00001d010093	+	chr8	99024469	99025606	Zm00001eb347950	Zm00001eb347950	+	1137
Zm00001d010094	chr8	99044339	99051164	Zm00001d010094	+	chr8	99044679	99044984	Zm00001eb347970	Zm00001eb347970	+	305
Zm00001d010113	chr8	99623088	99625013	Zm00001d010113	-	.	-1	-1	.	-1	.	0
Zm00001d010130	chr8	100629412	100632445	Zm00001d010130	-	chr8	100629481	100629948	Zm00001eb348260	Zm00001eb348260	-	467
Zm00001d010131	chr8	100647752	100650066	Zm00001d010131	-	chr8	100647752	100650066	Zm00001eb348270	Zm00001eb348270	-	2314
Zm00001d010138	chr8	101053263	101053668	Zm00001d010138	+	.	-1	-1	.	-1	.	0
Zm00001d010143	chr8	101112383	101114904	Zm00001d010143	+	chr8	101112732	101114781	Zm00001eb348330	Zm00001eb348330	+	2049
Zm00001d010146	chr8	101312848	101316027	Zm00001d010146	-	chr8	101312848	101316027	Zm00001eb348360	Zm00001eb348360	-	3179
Zm00001d010154	chr8	101871652	101872236	Zm00001d010154	-	chr8	101871652	101871975	Zm00001eb348410	Zm00001eb348410	-	323
Zm00001d010155	chr8	102044994	102045397	Zm00001d010155	+	.	-1	-1	.	-1	.	0
Zm00001d010157	chr8	102127230	102128692	Zm00001d010157	-	.	-1	-1	.	-1	.	0
Zm00001d010162	chr8	102412048	102416161	Zm00001d010162	-	chr8	102412761	102416161	Zm00001eb348460	Zm00001eb348460	-	3400
Zm00001d010169	chr8	102698568	102700811	Zm00001d010169	+	chr8	102698568	102700811	Zm00001eb348500	Zm00001eb348500	+	2243
Zm00001d010170	chr8	102703602	102705666	Zm00001d010170	-	chr8	102703602	102705666	Zm00001eb348510	Zm00001eb348510	-	2064
Zm00001d010184	chr8	103240804	103241525	Zm00001d010184	-	.	-1	-1	.	-1	.	0
Zm00001d010185	chr8	103243155	103244094	Zm00001d010185	-	chr8	103243155	103244094	Zm00001eb348630	Zm00001eb348630	-	939
Zm00001d010196	chr8	103436006	103438825	Zm00001d010196	-	.	-1	-1	.	-1	.	0
Zm00001d010197	chr8	103440983	103442519	Zm00001d010197	-	chr8	103440983	103442605	Zm00001eb348710	Zm00001eb348710	-	1536
Zm00001d010204	chr8	103847337	103848176	Zm00001d010204	+	chr8	103846808	103848229	Zm00001eb348780	Zm00001eb348780	+	839
Zm00001d010209	chr8	104049703	104050301	Zm00001d010209	+	.	-1	-1	.	-1	.	0
Zm00001d010210	chr8	104081990	104084537	Zm00001d010210	+	chr8	104081874	104084537	Zm00001eb348840	Zm00001eb348840	+	2547
Zm00001d010211	chr8	104114027	104116256	Zm00001d010211	+	chr8	104114027	104116256	Zm00001eb348850	Zm00001eb348850	+	2229
Zm00001d010212	chr8	104142657	104148925	Zm00001d010212	+	chr8	104142657	104149919	Zm00001eb348860	Zm00001eb348860	+	6268
Zm00001d010220	chr8	104545527	104547009	Zm00001d010220	-	chr8	104545527	104547009	Zm00001eb348960	Zm00001eb348960	-	1482
Zm00001d010221	chr8	104548947	104550767	Zm00001d010221	+	chr8	104550039	104550767	Zm00001eb348970	Zm00001eb348970	+	728
Zm00001d010232	chr8	105082536	105085089	Zm00001d010232	+	chr8	105082536	105085089	Zm00001eb349060	Zm00001eb349060	+	2553
Zm00001d010233	chr8	105125827	105128282	Zm00001d010233	+	chr8	105125827	105128282	Zm00001eb349070	Zm00001eb349070	+	2455
Zm00001d010240	chr8	105572533	105574353	Zm00001d010240	-	chr8	105572533	105574417	Zm00001eb349130	Zm00001eb349130	-	1820
Zm00001d010257	chr8	106272455	106274535	Zm00001d010257	+	.	-1	-1	.	-1	.	0
Zm00001d010258	chr8	106276669	106277522	Zm00001d010258	+	.	-1	-1	.	-1	.	0
Zm00001d010278	chr8	106962412	106966879	Zm00001d010278	+	chr8	106962412	106966879	Zm00001eb349440	Zm00001eb349440	+	4467
Zm00001d010279	chr8	107036543	107038197	Zm00001d010279	+	.	-1	-1	.	-1	.	0
Zm00001d010281	chr8	107087154	107089021	Zm00001d010281	+	.	-1	-1	.	-1	.	0
Zm00001d010284	chr8	107255011	107256111	Zm00001d010284	-	chr8	107255011	107256111	Zm00001eb349490	Zm00001eb349490	-	1100
Zm00001d010285	chr8	107372245	107376786	Zm00001d010285	-	chr8	107372245	107375955	Zm00001eb349500	Zm00001eb349500	-	3710
Zm00001d010300	chr8	108300161	108303666	Zm00001d010300	-	chr8	108302928	108303666	Zm00001eb349590	Zm00001eb349590	-	738
Zm00001d010314	chr8	109046906	109049405	Zm00001d010314	-	chr8	109046906	109049405	Zm00001eb349770	Zm00001eb349770	-	2499
Zm00001d010321	chr8	109314142	109324457	Zm00001d010321	+	chr8	109314142	109324457	Zm00001eb349810	Zm00001eb349810	+	10315
Zm00001d010327	chr8	109757633	109759392	Zm00001d010327	-	.	-1	-1	.	-1	.	0
Zm00001d010339	chr8	110199092	110200190	Zm00001d010339	+	chr8	110198847	110200190	Zm00001eb349890	Zm00001eb349890	+	1098
Zm00001d010344	chr8	110525723	110526054	Zm00001d010344	+	.	-1	-1	.	-1	.	0
Zm00001d010353	chr8	110564836	110565244	Zm00001d010353	+	.	-1	-1	.	-1	.	0
Zm00001d010358	chr8	110807257	110810282	Zm00001d010358	-	chr8	110807257	110810282	Zm00001eb349990	Zm00001eb349990	-	3025
Zm00001d010369	chr8	111333833	111334538	Zm00001d010369	-	.	-1	-1	.	-1	.	0
Zm00001d010371	chr8	111492131	111493036	Zm00001d010371	-	chr8	111492131	111493036	Zm00001eb350070	Zm00001eb350070	-	905
Zm00001d010375	chr8	111717465	111719358	Zm00001d010375	+	chr8	111717465	111719096	Zm00001eb350090	Zm00001eb350090	+	1631
Zm00001d010383	chr8	112260329	112261893	Zm00001d010383	+	chr8	112259845	112260733	Zm00001eb350140	Zm00001eb350140	+	404
Zm00001d010385	chr8	112360021	112361262	Zm00001d010385	+	chr8	112360021	112361262	Zm00001eb350150	Zm00001eb350150	+	1241
Zm00001d010386	chr8	112421183	112422150	Zm00001d010386	-	.	-1	-1	.	-1	.	0
Zm00001d010387	chr8	112424973	112425601	Zm00001d010387	-	.	-1	-1	.	-1	.	0
Zm00001d010390	chr8	112460026	112464725	Zm00001d010390	+	chr8	112460026	112464725	Zm00001eb350190	Zm00001eb350190	+	4699
Zm00001d010393	chr8	112467727	112471988	Zm00001d010393	-	chr8	112467538	112469054	Zm00001eb350220	Zm00001eb350220	-	1327
Zm00001d010397	chr8	112665479	112667191	Zm00001d010397	+	chr8	112665479	112667191	Zm00001eb350260	Zm00001eb350260	+	1712
Zm00001d010399	chr8	112735854	112737480	Zm00001d010399	-	chr8	112735854	112737480	Zm00001eb350280	Zm00001eb350280	-	1626
Zm00001d010404	chr8	113023880	113029056	Zm00001d010404	-	chr8	113023523	113029056	Zm00001eb350330	Zm00001eb350330	-	5176
Zm00001d010408	chr8	113173010	113174693	Zm00001d010408	-	.	-1	-1	.	-1	.	0
Zm00001d010409	chr8	113221571	113222858	Zm00001d010409	+	chr8	113221571	113222858	Zm00001eb350350	Zm00001eb350350	+	1287
Zm00001d010414	chr8	113524335	113524733	Zm00001d010414	+	chr8	113523018	113524733	Zm00001eb350410	Zm00001eb350410	+	398
Zm00001d010422	chr8	114251382	114252002	Zm00001d010422	-	chr8	114251444	114252002	Zm00001eb350470	Zm00001eb350470	-	558
Zm00001d010434	chr8	114851451	114851798	Zm00001d010434	-	chr8	114851451	114851798	Zm00001eb350580	Zm00001eb350580	-	347
Zm00001d010436	chr8	114873764	114880576	Zm00001d010436	+	.	-1	-1	.	-1	.	0
Zm00001d010441	chr8	115125942	115126587	Zm00001d010441	+	.	-1	-1	.	-1	.	0
Zm00001d010442	chr8	115159484	115168836	Zm00001d010442	+	chr8	115159484	115169309	Zm00001eb350600	Zm00001eb350600	+	9352
Zm00001d010446	chr8	115324210	115326406	Zm00001d010446	-	chr8	115324210	115326406	Zm00001eb350640	Zm00001eb350640	-	2196
Zm00001d010448	chr8	115437708	115443729	Zm00001d010448	+	chr8	115437708	115443729	Zm00001eb350660	Zm00001eb350660	+	6021
Zm00001d010452	chr8	115616877	115619639	Zm00001d010452	-	chr8	115616877	115619639	Zm00001eb350700	Zm00001eb350700	-	2762
Zm00001d010462	chr8	116247497	116262300	Zm00001d010462	+	chr8	116247497	116262467	Zm00001eb350790	Zm00001eb350790	+	14803
Zm00001d010482	chr8	117219421	117222265	Zm00001d010482	+	chr8	117222164	117224472	Zm00001eb350940	Zm00001eb350940	+	101
Zm00001d010489	chr8	117350393	117353323	Zm00001d010489	+	.	-1	-1	.	-1	.	0
Zm00001d010494	chr8	117747521	117748208	Zm00001d010494	-	chr8	117747521	117748208	Zm00001eb351050	Zm00001eb351050	-	687
Zm00001d010496	chr8	117863202	117865020	Zm00001d010496	-	chr8	117863390	117865020	Zm00001eb351070	Zm00001eb351070	-	1630
Zm00001d010499	chr8	117928036	117929909	Zm00001d010499	+	chr8	117928036	117929909	Zm00001eb351090	Zm00001eb351090	+	1873
Zm00001d010510	chr8	118378003	118380116	Zm00001d010510	-	.	-1	-1	.	-1	.	0
Zm00001d010511	chr8	118383514	118383820	Zm00001d010511	-	chr8	118383514	118383820	Zm00001eb351180	Zm00001eb351180	-	306
Zm00001d010515	chr8	118625435	118625766	Zm00001d010515	+	chr8	118625435	118625766	Zm00001eb351210	Zm00001eb351210	+	331
Zm00001d010516	chr8	118628116	118629544	Zm00001d010516	-	chr8	118627591	118629661	Zm00001eb351220	Zm00001eb351220	-	1428
Zm00001d010543	chr8	119766321	119767431	Zm00001d010543	-	chr8	119766223	119767431	Zm00001eb351460	Zm00001eb351460	-	1110
Zm00001d010545	chr8	119842044	119843414	Zm00001d010545	+	chr8	119842044	119843414	Zm00001eb351490	Zm00001eb351490	+	1370
Zm00001d010550	chr8	119964168	119964878	Zm00001d010550	-	chr8	119964168	119964878	Zm00001eb351530	Zm00001eb351530	-	710
Zm00001d010552	chr8	119965310	119965828	Zm00001d010552	+	chr8	119965310	119965828	Zm00001eb351540	Zm00001eb351540	+	518
Zm00001d010553	chr8	119981078	119983135	Zm00001d010553	-	.	-1	-1	.	-1	.	0
Zm00001d010554	chr8	119983751	119985285	Zm00001d010554	-	chr8	119983751	119987904	Zm00001eb351560	Zm00001eb351560	-	1534
Zm00001d010560	chr8	120129814	120130365	Zm00001d010560	-	chr8	120129630	120130163	Zm00001eb351590	Zm00001eb351590	-	349
Zm00001d010565	chr8	120261547	120261762	Zm00001d010565	-	.	-1	-1	.	-1	.	0
Zm00001d010586	chr8	120798846	120799444	Zm00001d010586	-	chr8	120798846	120799444	Zm00001eb351790	Zm00001eb351790	-	598
Zm00001d010588	chr8	120890855	120893129	Zm00001d010588	+	chr8	120890993	120893129	Zm00001eb351810	Zm00001eb351810	+	2136
Zm00001d010592	chr8	120999571	120999961	Zm00001d010592	+	chr8	120999571	120999961	Zm00001eb351850	Zm00001eb351850	+	390
Zm00001d010596	chr8	121166890	121167490	Zm00001d010596	+	chr8	121166747	121167490	Zm00001eb351880	Zm00001eb351880	+	600
Zm00001d010621	chr8	121829543	121829743	Zm00001d010621	+	.	-1	-1	.	-1	.	0
Zm00001d010627	chr8	121987789	121988469	Zm00001d010627	-	chr8	121987789	121988469	Zm00001eb352140	Zm00001eb352140	-	680
Zm00001d010644	chr8	122566763	122568233	Zm00001d010644	-	chr8	122566763	122568233	Zm00001eb352290	Zm00001eb352290	-	1470
Zm00001d010648	chr8	122605765	122608329	Zm00001d010648	+	chr8	122607086	122608329	Zm00001eb352320	Zm00001eb352320	+	1243
Zm00001d010649	chr8	122661554	122661982	Zm00001d010649	-	chr8	122661554	122662134	Zm00001eb352340	Zm00001eb352340	-	428
Zm00001d010652	chr8	122695326	122696127	Zm00001d010652	+	chr8	122695326	122696204	Zm00001eb352370	Zm00001eb352370	+	801
Zm00001d010653	chr8	122698825	122699079	Zm00001d010653	-	chr8	122697409	122699079	Zm00001eb352380	Zm00001eb352380	-	254
Zm00001d010655	chr8	122815714	122817296	Zm00001d010655	-	chr8	122815714	122817296	Zm00001eb352400	Zm00001eb352400	-	1582
Zm00001d010657	chr8	122828566	122832100	Zm00001d010657	+	.	-1	-1	.	-1	.	0
Zm00001d010667	chr8	123359773	123360533	Zm00001d010667	-	chr8	123359773	123360533	Zm00001eb352500	Zm00001eb352500	-	760
Zm00001d010687	chr8	124291349	124293290	Zm00001d010687	-	chr8	124291349	124293290	Zm00001eb352680	Zm00001eb352680	-	1941
Zm00001d010690	chr8	124357626	124359068	Zm00001d010690	-	chr8	124357346	124359068	Zm00001eb352710	Zm00001eb352710	-	1442
Zm00001d010692	chr8	124518316	124520056	Zm00001d010692	-	.	-1	-1	.	-1	.	0
Zm00001d010693	chr8	124547753	124549316	Zm00001d010693	+	chr8	124547753	124549316	Zm00001eb352720	Zm00001eb352720	+	1563
Zm00001d010702	chr8	124783994	124786304	Zm00001d010702	-	chr8	124783994	124786304	Zm00001eb352790	Zm00001eb352790	-	2310
Zm00001d010704	chr8	124949141	124949686	Zm00001d010704	+	chr8	124949141	124949686	Zm00001eb352810	Zm00001eb352810	+	545
